"annotation_id","annotator","created_at","id","lead_time","review","sentiment","updated_at"
1,"1","2026-02-06T10:11:51.208365Z",1,74.732,"This movie is a triumph in every sense. Highly recommended for everyone.","Positive","2026-02-06T10:11:51.208365Z"
2,"1","2026-02-06T10:12:02.377573Z",2,7.937,"I have never been so bored in my life. The score was frankly cringe-worthy. Avoid this at all costs.","Negative","2026-02-06T10:12:02.377573Z"
3,"1","2026-02-06T10:12:15.355705Z",3,8.879,"I was completely blown away by this film. The lead actor delivered a refreshing performance. I will be thinking about this for days.","Positive","2026-02-06T10:12:15.355705Z"
4,"1","2026-02-06T10:16:51.383543Z",4,12.306,"The trailer was better than the movie. The acting was frankly tedious. A complete misfire.","Negative","2026-02-06T10:16:51.383543Z"
5,"1","2026-02-06T10:17:02.986100Z",5,11.286,"Middle of the road entertainment. Visually it's fine, but the story arc is just average. It is what it is.","Neutral","2026-02-06T10:17:02.986100Z"
6,"1","2026-02-06T10:17:08.620639Z",6,5.179,"It perfectly balances humor and drama. I was hooked from the very first minute.","Positive","2026-02-06T10:17:08.620639Z"
7,"1","2026-02-06T10:23:30.085925Z",7,381.172,"I have never been so bored in my life. Nothing about the opening scene worked. A complete misfire.","Negative","2026-02-06T10:23:30.085925Z"
8,"1","2026-02-06T10:23:34.919952Z",8,4.541,"Nothing about the acting worked. What a complete waste of potential.","Negative","2026-02-06T10:23:34.919952Z"
9,"1","2026-02-06T10:23:46.197999Z",9,11.007,"It’s not a masterpiece, but it’s not a disaster either. The acting is fine, but the editing is a bit serviceable. You won't remember it a week from now.","Neutral","2026-02-06T10:23:46.197999Z"
10,"1","2026-02-06T10:23:51.705066Z",10,5.177,"Simply put, this is cinema at its finest. The chemistry between the cast was superb. Don't miss this one.","Positive","2026-02-06T10:23:51.705066Z"
11,"1","2026-02-06T10:23:58.142363Z",11,6.186,"I oscillated between loving and hating this film. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-06T10:23:58.142363Z"
12,"1","2026-02-06T10:24:06.891160Z",12,8.481,"The acting was gripping, yet the acting felt dull. This is a very difficult movie to categorize.","Neutral","2026-02-06T10:24:06.891160Z"
13,"1","2026-02-06T10:24:21.305153Z",13,14.146,"It tries to be deep, but comes off as dull despite the gripping music. A strange experience overall.","Negative","2026-02-06T10:24:21.305153Z"
14,"1","2026-02-06T10:24:27.169857Z",14,5.612,"Wow, just wow. Every scene felt earned, and the costume design was masterful. Two thumbs way up.","Positive","2026-02-06T10:24:27.169857Z"
15,"1","2026-02-06T10:24:36.618689Z",15,9.169,"I am confused about how I feel. It left me puzzled.","Neutral","2026-02-06T10:24:36.618689Z"
16,"1","2026-02-06T10:24:41.679889Z",16,4.66,"The direction was typical, but nothing special. Middle of the road entertainment.","Neutral","2026-02-06T10:24:41.679889Z"
17,"1","2026-02-06T10:24:45.991134Z",17,4.025,"Total garbage. Zero stars if I could give it.","Negative","2026-02-06T10:24:45.991134Z"
18,"1","2026-02-06T10:24:52.643147Z",18,6.375,"I didn't expect to enjoy this as much as I did. I particularly loved how the cinematography was handled. Don't miss this one.","Positive","2026-02-06T10:24:52.643147Z"
19,"1","2026-02-06T10:24:57.531373Z",19,4.505,"I tried to like it, I really did, but it failed. I walked out halfway through.","Negative","2026-02-06T10:24:57.531373Z"
20,"1","2026-02-06T10:25:06.210080Z",20,8.413,"I am confused about how I feel. Your mileage may vary significantly.","Negative","2026-02-06T10:25:06.210080Z"
21,"1","2026-02-06T10:25:11.008296Z",21,4.535,"I have mixed feelings about this one. You won't remember it a week from now.","Neutral","2026-02-06T10:25:11.008296Z"
22,"1","2026-02-06T10:25:16.890319Z",22,5.624,"I didn't expect to enjoy this as much as I did. It perfectly balances humor and drama. Do yourself a favor and go see this.","Positive","2026-02-06T10:25:16.890319Z"
23,"1","2026-02-06T10:25:25.760044Z",23,8.621,"The costume design distracted me from everything else. I struggled to sit through the first half.","Negative","2026-02-06T10:25:25.760044Z"
24,"1","2026-02-06T10:25:30.168394Z",24,4.15,"The visual effects were superb and added so much depth. This movie is a triumph in every sense.","Positive","2026-02-06T10:25:30.168394Z"
25,"1","2026-02-06T10:25:35.874825Z",25,5.287,"Wow, just wow. It perfectly balances humor and drama. A must-watch for fans of the genre.","Positive","2026-02-06T10:25:35.874825Z"
26,"1","2026-02-06T10:25:40.299613Z",26,4.095,"I have never been so bored in my life. Utterly disappointing.","Negative","2026-02-06T10:25:40.299613Z"
27,"1","2026-02-06T10:25:47.143596Z",27,6.497,"A refreshing take on a tired genre. Don't miss this one.","Positive","2026-02-06T10:25:47.144595Z"
28,"1","2026-02-06T10:25:57.270727Z",28,9.845,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.","Neutral","2026-02-06T10:25:57.270727Z"
29,"1","2026-02-06T10:26:03.239425Z",29,5.616,"What a complete waste of potential. It’s a hard pass from me.","Negative","2026-02-06T10:26:03.239425Z"
30,"1","2026-02-06T10:26:15.009613Z",30,11.379,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.","Neutral","2026-02-06T10:26:15.009613Z"
31,"1","2026-02-06T10:26:22.672915Z",31,7.391,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.","Neutral","2026-02-06T10:26:22.672915Z"
32,"1","2026-02-06T10:28:57.851806Z",32,154.772,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.","Neutral","2026-02-06T10:28:57.851806Z"
33,"1","2026-02-06T10:29:08.391202Z",33,10.068,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.","Neutral","2026-02-06T10:29:08.391202Z"
34,"1","2026-02-06T10:29:14.846349Z",34,5.58,"This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.","Negative","2026-02-06T10:29:14.846349Z"
35,"1","2026-02-06T10:29:25.635705Z",35,10.449,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.","Neutral","2026-02-06T10:29:25.635705Z"
36,"1","2026-02-06T10:29:33.063570Z",36,7.018,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.","Neutral","2026-02-06T10:29:33.063570Z"
37,"1","2026-02-06T10:29:38.318231Z",37,4.344,"It perfectly balances humor and drama. This movie is a triumph in every sense.","Positive","2026-02-06T10:29:38.318231Z"
38,"1","2026-02-06T10:29:46.710212Z",38,8.065,"A frustrating experience. Avoid this at all costs.","Negative","2026-02-06T10:29:46.710212Z"
39,"1","2026-02-06T10:29:54.926884Z",39,7.949,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.","Neutral","2026-02-06T10:29:54.926884Z"
40,"1","2026-02-06T10:30:15.947757Z",40,20.748,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.","Positive","2026-02-06T10:30:15.947757Z"
41,"1","2026-02-06T10:30:26.853967Z",41,10.64,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.","Neutral","2026-02-06T10:30:26.853967Z"
42,"1","2026-02-06T10:30:30.970910Z",42,3.85,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.","Positive","2026-02-06T10:30:30.970910Z"
43,"1","2026-02-06T10:30:41.763576Z",43,10.514,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.","Negative","2026-02-06T10:30:41.763576Z"
44,"1","2026-02-06T10:30:47.661281Z",44,5.633,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.","Neutral","2026-02-06T10:30:47.661281Z"
45,"1","2026-02-06T10:31:12.385026Z",45,24.174,"I am confused about how I feel. A polarizing experience for sure.","Neutral","2026-02-06T10:31:12.385026Z"
46,"1","2026-02-06T10:31:17.307171Z",46,4.623,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.","Negative","2026-02-06T10:31:17.307171Z"
47,"1","2026-02-06T10:31:24.514464Z",47,6.925,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.","Positive","2026-02-06T10:31:24.514464Z"
48,"1","2026-02-06T10:31:29.375030Z",48,4.602,"This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.","Positive","2026-02-06T10:31:29.375030Z"
49,"1","2026-02-06T10:31:34.265333Z",49,4.464,"It felt like a rough draft that was never edited. I struggled to sit through the first half.","Negative","2026-02-06T10:31:34.265333Z"
50,"1","2026-02-06T10:31:47.428057Z",50,12.71,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.","Neutral","2026-02-06T10:31:47.428057Z"
51,"1","2026-02-06T10:31:54.800932Z",51,7.099,"An absolute joy to watch from start to finish. Two thumbs way up.","Positive","2026-02-06T10:31:54.800932Z"
52,"1","2026-02-06T10:32:02.729115Z",52,7.627,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","Neutral","2026-02-06T10:32:02.729115Z"
53,"1","2026-02-06T10:32:07.251941Z",53,4.061,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","Negative","2026-02-06T10:32:07.251941Z"
54,"1","2026-02-06T10:32:11.790870Z",54,4.291,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","Neutral","2026-02-06T10:32:11.790870Z"
55,"1","2026-02-06T10:32:15.552339Z",55,3.287,"Finally, a movie that respects the audience. Two thumbs way up.","Positive","2026-02-06T10:32:15.552339Z"
56,"1","2026-02-06T10:32:20.450424Z",56,4.485,"I oscillated between loving and hating this film. It’s definitely not for everyone.","Neutral","2026-02-06T10:32:20.450424Z"
57,"1","2026-02-06T10:32:24.979692Z",57,3.64,"I was completely blown away by this film. Don't miss this one.","Positive","2026-02-06T10:32:24.979692Z"
58,"1","2026-02-06T10:32:33.736563Z",58,7.217,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","Positive","2026-02-06T10:32:33.736563Z"
59,"1","2026-02-06T10:32:37.993895Z",59,3.58,"Total garbage. A complete misfire.","Negative","2026-02-06T10:32:37.993895Z"
60,"1","2026-02-06T10:32:43.727812Z",60,5.464,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","Negative","2026-02-06T10:32:43.727812Z"
61,"1","2026-02-06T10:33:04.491731Z",61,20.285,"Standard fare for this type of movie. Wait for it to come out on streaming.","Positive","2026-02-06T10:33:04.491731Z"
62,"1","2026-02-06T10:33:08.251091Z",62,3.495,"I have never been so bored in my life. Do not bother.","Negative","2026-02-06T10:33:08.251091Z"
63,"1","2026-02-06T10:33:13.580398Z",63,5.064,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","Neutral","2026-02-06T10:33:13.580398Z"
64,"1","2026-02-06T10:33:21.456487Z",64,7.63,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","Neutral","2026-02-06T10:33:21.456487Z"
65,"1","2026-02-06T10:33:29.246749Z",65,7.268,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","Neutral","2026-02-06T10:33:29.246749Z"
66,"1","2026-02-06T10:34:36.528109Z",66,66.459,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","Neutral","2026-02-06T10:34:36.528109Z"
67,"1","2026-02-06T10:34:42.089089Z",67,5.195,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","Neutral","2026-02-06T10:34:42.089089Z"
68,"1","2026-02-06T10:34:46.446554Z",68,4.046,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","Neutral","2026-02-06T10:34:46.446554Z"
69,"1","2026-02-06T10:34:58.438218Z",69,11.572,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","Positive","2026-02-06T10:34:58.438218Z"
70,"1","2026-02-06T10:35:02.408172Z",70,3.38,"The soundtrack was frankly disjointed. Total garbage.","Negative","2026-02-06T10:35:02.408172Z"
71,"1","2026-02-06T10:37:32.632855Z",71,149.286,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","Neutral","2026-02-06T10:37:32.632855Z"
72,"1","2026-02-06T10:38:01.784516Z",72,28.867,"The direction was frankly uninspired. I want my two hours back.","Negative","2026-02-06T10:38:01.784516Z"
73,"1","2026-02-06T10:40:06.376526Z",73,124.333,"It has some good moments, especially the direction. I have mixed feelings about this one.","Positive","2026-02-06T10:40:06.376526Z"
74,"1","2026-02-06T10:40:11.703138Z",74,5.082,"It perfectly balances humor and drama. I was completely blown away by this film.","Positive","2026-02-06T10:40:11.703138Z"
75,"1","2026-02-06T10:40:17.696135Z",75,5.729,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","Negative","2026-02-06T10:40:17.696135Z"
76,"1","2026-02-06T10:41:29.080817Z",76,71.109,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","Positive","2026-02-06T10:41:29.080817Z"
77,"1","2026-02-06T10:43:24.478361Z",77,115.049,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","Positive","2026-02-06T10:43:24.478361Z"
78,"1","2026-02-06T10:43:33.038659Z",78,8.253,"Standard fare for this type of movie. Good for a one-time watch.","Positive","2026-02-06T10:43:33.038659Z"
79,"1","2026-02-06T10:44:08.678726Z",79,35.33,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","Negative","2026-02-06T10:44:08.678726Z"
80,"1","2026-02-06T10:44:17.706666Z",80,8.725,"A strange experience overall. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-06T10:44:17.706666Z"
81,"1","2026-02-06T10:44:23.013552Z",81,4.981,"A strange experience overall. A polarizing experience for sure.","Neutral","2026-02-06T10:44:23.013552Z"
82,"1","2026-02-06T10:44:56.283517Z",82,32.972,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","Neutral","2026-02-06T10:44:56.283517Z"
83,"1","2026-02-06T10:45:00.253696Z",83,3.487,"I have mixed feelings about this one. 6/10 at best.","Neutral","2026-02-06T10:45:00.253696Z"
84,"1","2026-02-06T10:45:06.004903Z",84,5.314,"I struggled to sit through the first half. A complete misfire.","Negative","2026-02-06T10:45:06.004903Z"
85,"1","2026-02-06T10:45:12.478190Z",85,6.179,"An absolute joy to watch from start to finish. Highly recommended for everyone.","Positive","2026-02-06T10:45:12.478190Z"
86,"1","2026-02-06T10:45:16.761896Z",86,4.0,"A frustrating experience. Zero stars if I could give it.","Negative","2026-02-06T10:45:16.761896Z"
87,"1","2026-02-06T10:45:21.993044Z",87,4.809,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","Negative","2026-02-06T10:45:21.993044Z"
88,"1","2026-02-06T10:45:28.510376Z",88,5.787,"It was... fine. It has some good moments, especially the character development. It is what it is.","Positive","2026-02-06T10:45:28.510376Z"
89,"1","2026-02-06T10:45:34.052773Z",89,5.243,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","Negative","2026-02-06T10:45:34.052773Z"
90,"1","2026-02-06T10:45:38.539528Z",90,4.18,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","Positive","2026-02-06T10:45:38.539528Z"
91,"1","2026-02-06T10:45:43.146288Z",91,4.282,"The screenplay was okay, but forgettable. It was... fine.","Neutral","2026-02-06T10:45:43.146288Z"
92,"1","2026-02-06T10:45:46.817282Z",92,3.372,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","Positive","2026-02-06T10:45:46.817282Z"
93,"1","2026-02-06T10:45:51.544799Z",93,4.046,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","Positive","2026-02-06T10:45:51.544799Z"
94,"1","2026-02-06T10:45:55.625818Z",94,3.818,"It doesn't leave a lasting impression. Middle of the road entertainment.","Neutral","2026-02-06T10:45:55.625818Z"
95,"1","2026-02-06T10:46:00.598518Z",95,4.623,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","Neutral","2026-02-06T10:46:00.598518Z"
96,"1","2026-02-06T10:46:05.508558Z",96,4.402,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","Neutral","2026-02-06T10:46:05.508558Z"
97,"1","2026-02-06T10:46:18.923378Z",97,13.135,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","Positive","2026-02-06T10:46:18.923378Z"
98,"1","2026-02-06T10:46:25.338263Z",98,6.132,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","Positive","2026-02-06T10:46:25.338263Z"
99,"1","2026-02-06T10:46:32.362823Z",99,6.723,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-06T10:46:32.362823Z"
100,"1","2026-02-06T10:46:38.227322Z",100,5.539,"I was hooked from the very first minute. I can't wait to see it again.","Positive","2026-02-06T10:46:38.227322Z"
